"Data Export Generated on Thu Nov 02 02:10:37 PDT 2017"
"Survey ID 5742959"
"Response ID","IP Address","Timestamp (MM/dd/yyyy)","Duplicate","Time Taken to Complete (Seconds)","Seq. Number","External Reference","Custom Variable 1","Custom Variable 2","Custom Variable 3","Custom Variable 4","Custom Variable 5","Custom Variable 6","Custom Variable 7","Custom Variable 8","Custom Variable 9","Custom Variable 10","Respondent Email","Email List","Country Code","Region","1 - Q19","2 - Q15","3 - Q20","3 - Q20","4 - staff_type","5 - diaverum expected","6 - diaverum tools","7 - diaverum motivated","8 - diaverum support","9 - diaverum strategy","10 - diaverum contribute","11 - diaverum valued","12 - diaverum achieve","13 - diaverum improve quality","14 - Diaverum like to work","15 - diaverum feedback","16 - diaverum recommend","17 - free_text","18 - Q19",""
"28867697","213.63.135.82","10/25/2017 03:16:27","0","186","1","","","","","Portugal","Unidade da Régua","","","","","0","","","PT","14","","","14","216","1","5","4","5","5","4","5","3","4","5","5","5","5","","",""
"28867702","213.63.135.82","10/25/2017 03:16:33","0","21","1","","","","","Portugal","","","","","","0","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28867743","213.63.135.82","10/25/2017 03:18:03","0","2","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28867828","213.63.135.82","10/25/2017 03:21:03","0","8","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28867880","82.131.160.39","10/25/2017 03:22:50","0","360","1","","","","","Hungary","Zalaegerszeg","","","","","130","","","HU","","","","8","99","2","4","4","3","4","3","2","3","5","2","4","4","4","A szeretél fejlőddés munkát örült jobban munkát fejúlitás munkát","",""
"28867909","82.131.160.39","10/25/2017 03:23:45","0","181","1","","","","","Hungary","Bajcsy","","","","","130","","","HU","","","","8","90","1","5","4","5","5","5","5","5","5","5","4","5","4","sokrétű,kihívásokkal teli. Munkakörnyezet és erőforrások javulásával.","",""
"28867927","5.42.250.202","10/25/2017 03:24:29","0","368","1","","","","","Saudi Arabia","Madinah 1","","","","","0","","","SA","","","","17","139","1","4","3","4","3","3","4","4","3","4","4","4","3","I can help ESRD patients in a better way, we can improve this through better communication with other specialties in MOH hospitals","",""
"28867986","212.247.96.201","10/25/2017 03:26:43","0","290","1","","","","","Russia","Ekaterinburg","","","","","7","","","SE","27","","","16","354","1","4","5","4","5","4","4","4","4","4","4","4","4","","",""
"28868031","217.116.5.89","10/25/2017 03:28:03","0","167","1","","","","","Spain","Cedicas - Castellón","","","","","4","","","ES","","","","18","40","2","1","5","5","4","4","4","4","4","4","5","5","5","","",""
"28868037","194.181.81.36","10/25/2017 03:28:14","0","354","1","","","","","Poland","Przemysl","","","","","120","","","PL","78","","","13","18","1","4","3","2","2","3","4","3","3","3","4","4","3","","",""
"28868217","213.63.135.82","10/25/2017 03:34:28","0","163","1","","","","","Portugal","Hemoatlântico Braga","","","","","5","","","PT","14","","","14","196","2","5","4","5","5","5","5","4","3","5","5","3","5","Sentir que os doentes ficam satisfeitos com o contributo do meu trabalho.","",""
"28868376","81.7.79.67","10/25/2017 03:40:12","0","207","1","","","","","Lithuania","Seskine","","","","","259","","","LT","65","","","11","349","1","5","5","5","5","5","4","4","4","4","5","5","5","","",""
"28868472","194.181.81.36","10/25/2017 03:43:17","0","253","1","","","","","Poland","Janów Lubelski","","","","","120","","","PL","78","","","13","6","1","4","4","3","3","4","4","4","3","5","4","5","4","pozytywna jest atmosfera w pracy","",""
"28868480","109.0.186.1","10/25/2017 03:43:42","0","51","1","","","","","France","Marseille","","","","","2","","","FR","","","","6","108","1","4","2","","","","","","","","","","","","",""
"28868484","93.113.0.19","10/25/2017 03:43:46","0","93","1","","","","","Romania","Buzau","","","","","180","","","RO","10","","","15","273","1","5","4","4","4","5","5","4","5","4","4","5","4","","",""
"28868718","212.247.96.201","10/25/2017 03:51:19","0","138","1","","","","","Russia","Kamensk-U","","","","","7","","","SE","27","","","16","356","1","5","4","4","4","4","4","4","4","4","4","4","4","","",""
"28868753","213.63.135.82","10/25/2017 03:52:47","0","74","1","","","","","Portugal","Hemoatlântico Vila Verde","","","","","5","","","PT","14","","","14","221","2","5","5","5","5","5","5","4","4","5","5","4","5","","",""
"28868880","212.247.96.201","10/25/2017 03:56:50","0","1076","1","","","","","Kazakhstan","Saryagash","","","","","272","","","SE","27","","","10","326","1","5","4","4","3","4","4","4","4","5","4","4","4","","",""
"28868918","82.131.160.39","10/25/2017 03:58:44","0","326","1","","","","","Hungary","Zalaegerszeg","","","","","130","","","HU","","","","8","99","1","5","4","5","5","4","4","4","4","5","5","5","4","Betegközpontúság,jó TEAM munka,Precizitásra törekvés.BURN OUT tréningek szervezésével:)","",""
"28868939","93.113.0.19","10/25/2017 03:59:36","0","611","1","","","","","Romania","Calarasi","","","","","180","","","RO","10","","","15","274","1","4","4","4","3","4","4","4","4","4","4","3","3","echipa in care lucrez aspect pozitiv , dotarea tehnica ,aparatura  centrului pt. a imbunatati serviciile oferite pacientilior ","",""
"28869048","93.113.0.19","10/25/2017 04:02:49","0","194","1","","","","","Romania","Targu Mures","","","","","180","","","RO","10","","","15","295","2","4","3","2","3","4","4","3","4","3","2","3","4","lucrul in echipa","",""
"28869160","93.113.0.19","10/25/2017 04:05:38","0","127","1","","","","","Romania","Fundeni","","","","","180","","","RO","10","","","15","278","1","4","5","5","5","4","5","4","5","5","5","4","5","","",""
"28869289","212.247.96.201","10/25/2017 04:08:18","0","11","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28869311","212.247.96.201","10/25/2017 04:08:58","0","9","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28869333","212.247.96.201","10/25/2017 04:09:31","0","4","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28869366","212.247.96.201","10/25/2017 04:10:28","0","4","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28869369","212.247.96.201","10/25/2017 04:10:30","0","98","1","","","","","Hungary","Kalocsa","","","","","130","","","SE","27","","","8","93","1","5","5","4","4","5","5","4","4","4","4","4","4","dialízist","",""
"28869398","212.247.96.201","10/25/2017 04:11:20","0","40","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28869405","217.116.5.89","10/25/2017 04:11:31","0","233","1","","","","","Spain","Nuestra Sra. de la Cabeza (Mot","","","","","4","","","ES","","","","18","57","1","4","3","4","4","4","4","4","4","4","4","4","4","siempre se puede mejorar...","",""
"28869489","93.113.0.19","10/25/2017 04:13:46","0","141","1","","","","","Romania","Craiova","","","","","180","","","RO","10","","","15","276","1","5","5","5","4","4","4","5","5","5","5","5","4","","",""
"28869524","212.247.96.201","10/25/2017 04:14:41","0","4","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28869572","212.247.96.201","10/25/2017 04:15:53","0","5","1","","","","","Lithuania","","","","","","259","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28869604","201.216.245.145","10/25/2017 04:16:22","0","163","1","","","","","Argentina","José C. Paz","","","","","4","","","AR","07","","","1","174","1","1","1","3","4","4","5","2","3","4","4","","","","",""
"28869852","212.247.96.201","10/25/2017 04:19:51","0","239","1","","","","","Hungary","Kalocsa","","","","","130","","","SE","27","","","8","93","1","5","5","5","4","4","5","4","4","5","5","4","5","Dialízis","",""
"28869949","212.247.96.201","10/25/2017 04:21:35","0","18","1","","","","","Lithuania","Salcininkai","","","","","259","","","SE","27","","","11","348","2","","","","","","","","","","","","","","",""
"28869955","93.113.0.19","10/25/2017 04:21:40","0","185","1","","","","","Romania","Targu Mures","","","","","180","","","RO","10","","","15","295","2","4","4","4","4","4","5","4","5","5","4","5","5","mediu de lucru placut, colegialitate","",""
"28869994","212.247.96.201","10/25/2017 04:22:39","0","60","1","","","","","Lithuania","Salcininkai","","","","","0","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28870056","109.0.186.1","10/25/2017 04:23:47","0","105","1","","","","","France","Diaverum France GIE","","","","","2","","","FR","","","","6","117","2","3","2","3","2","4","5","3","3","3","3","3","4","","",""
"28870058","212.247.96.201","10/25/2017 04:23:48","0","307","1","","","","","Lithuania","Salcininkai","","","","","259","","","SE","27","","","11","348","1","4","4","3","2","4","3","4","4","4","5","5","4","Man patinka mano darbas tik labai daug poperizmo.","",""
"28870261","186.103.226.83","10/25/2017 04:27:41","0","471","1","","","","","Chile","Villarica","","","","","4","","","CL","12","","","3","236","1","5","4","4","3","4","4","4","4","4","4","4","4","La metodología de trabajo y la iniciativa de mejorar día a día en las prácticas clínicas para entregar un trabajo de excelencia a nuestros usuarios.
Para mejorar falta más capacitación al personal y crear las instancias para poder asistir a congresos y espacios de crecimiento profesional.","",""
"28870287","201.216.245.145","10/25/2017 04:28:05","0","111","1","","","","","Argentina","José C. Paz","","","","","4","","","AR","07","","","1","174","1","4","4","3","3","4","4","3","4","2","3","4","4","nada","",""
"28870447","212.247.96.201","10/25/2017 04:31:31","0","408","1","","","","","Hungary","Kalocsa","","","","","130","","","SE","27","","","8","93","1","5","5","5","4","4","5","4","4","4","4","4","4","A beteg emberek segítését támogatását!","",""
"28870483","213.63.135.82","10/25/2017 04:32:27","0","4","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28870489","201.216.245.145","10/25/2017 04:32:34","0","249","1","","","","","Argentina","José C. Paz","","","","","","","","AR","07","","","1","174","2","2","2","2","1","3","5","1","3","1","3","2","3","falta organizacion y capacitacion, muchas tareas para una sola persona","",""
"28870507","213.63.135.82","10/25/2017 04:32:49","0","3","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28870532","82.131.160.39","10/25/2017 04:33:15","0","159","1","","","","","Hungary","Szolnok","","","","","130","","","HU","","","","8","98","1","4","4","3","4","4","5","3","3","4","4","3","4","","",""
"28870619","82.131.160.39","10/25/2017 04:34:24","0","5","1","","","","","","","","","","","","","","HU","","","","","","","","","","","","","","","","","","","","",""
"28870725","93.113.0.19","10/25/2017 04:36:13","0","147","1","","","","","Romania","Targu Mures","","","","","180","","","RO","10","","","15","295","2","5","5","5","5","5","5","5","5","5","5","5","5","influenta pozitiva o are personalul prin implicare si capacitataea fiecaruia de a interactiona unul cu celalalt pentru atingerea obiectivelor","",""
"28870884","201.216.245.145","10/25/2017 04:38:52","0","60","1","","","","","Argentina","José C. Paz","","","","","0","","","AR","07","","","1","174","2","2","2","2","2","2","2","2","1","2","2","2","2","","",""
"28871055","217.116.5.89","10/25/2017 04:41:57","0","87","1","","","","","Spain","Rotellar","","","","","4","","","ES","","","","18","61","2","5","4","5","4","2","5","3","4","5","5","3","5","","",""
"28871078","213.63.135.82","10/25/2017 04:42:17","0","3093","1","","","","","Portugal","Unidade de Sintra","","","","","5","","","PT","14","","","14","200","1","5","5","4","5","4","5","4","5","5","4","5","5","","",""
"28871643","201.216.245.145","10/25/2017 04:52:08","0","317","1","","","","","Argentina","Jujuy","","","","","4","","","AR","07","","","1","175","1","5","5","4","5","4","5","5","5","5","5","4","4","Quisiera que me manden a mas cursos la empresa","",""
"28871864","155.143.56.103","10/25/2017 04:55:14","0","171","1","","","","","Australia","Diamond Valley Dialysis Clinic","","","","","0","","","AU","07","","","2","156","1","5","4","4","4","3","4","4","4","4","4","4","4","Patients are at the centre of care
","",""
"28872010","217.116.5.89","10/25/2017 04:57:40","0","691","1","","","","","Spain","Cedicas - Castellón","","","","","4","","","ES","","","","18","40","1","5","4","1","2","5","3","3","2","2","3","3","","","",""
"28872064","201.216.245.145","10/25/2017 04:58:24","0","144","1","","","","","Argentina","Jujuy","","","","","4","","","AR","07","","","1","175","1","5","5","5","4","5","5","5","5","5","5","5","5","","",""
"28872295","201.216.245.145","10/25/2017 05:02:17","0","244","1","","","","","Uruguay","Intir","","","","","4","","","AR","07","","","21","29","1","4","4","4","4","4","4","3","4","4","5","3","4","","",""
"28872388","93.113.0.19","10/25/2017 05:03:45","0","347","1","","","","","Romania","Galati","","","","","180","","","RO","10","","","15","279","2","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"28872619","201.216.245.145","10/25/2017 05:07:16","0","246","1","","","","","Uruguay","Intir","","","","","4","","","AR","07","","","21","29","1","3","5","3","3","4","4","4","4","2","4","4","4","la dedicacion y responsabilidad.","",""
"28872716","93.113.0.19","10/25/2017 05:09:11","0","164","1","","","","","Romania","Sema Park","","","","","180","","","RO","10","","","15","290","2","5","4","4","4","4","5","4","5","4","4","4","4","","",""
"28872816","93.113.0.19","10/25/2017 05:11:23","0","127","1","","","","","Romania","Brasov","","","","","180","","","RO","10","","","15","271","2","5","4","5","4","5","5","3","4","4","4","4","3","munca in echipa","",""
"28872818","93.113.0.19","10/25/2017 05:11:25","0","121","1","","","","","Romania","Romania OH","","","","","180","","","RO","10","","","15","289","2","4","4","4","4","4","5","4","5","4","4","4","4","","",""
"28872882","186.103.226.83","10/25/2017 05:12:31","0","101","1","","","","","Chile","Villarica","","","","","4","","","CL","12","","","3","236","2","4","5","4","4","4","4","3","4","5","4","4","4","","",""
"28872922","190.15.220.200","10/25/2017 05:13:17","0","461","1","","","","","Argentina","Mendoza","","","","","4","","","AR","13","","","1","180","1","4","5","5","5","4","4","4","4","4","5","4","5","Estoy muy conforme me gusta el horario en el que trabajo siempre prefiero trabajar con pacientes crónicos es un trabajo muy lindo no hay nada que me moleste ya que las relaciones con mis compañeros también son buenas y no hay nada que cambiar","",""
